mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.30086627006530764,0.03573556065729746,0.0007754325866699219,8.253341844864449e-05,log_loss,,1,2,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.525,0.5,0.65,0.5,0.575,0.55,0.0570087712549569,64
0.2691359043121338,0.00993582167008307,0.0007252216339111329,1.397987013496462e-05,log_loss,,1,5,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.575,0.5,0.6,0.575,0.575,0.5650000000000001,0.03391164991562633,45
0.3031007766723633,0.057891086747997825,0.0008034706115722656,6.501041198943569e-05,log_loss,,1,10,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.27744221687316895,0.043163575922932115,0.0008360862731933594,8.479787051260007e-05,log_loss,,2,2,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.5,0.525,0.6,0.625,0.575,0.5650000000000001,0.04636809247747851,45
0.27406744956970214,0.05283079465627108,0.0007924079895019531,6.645057284652048e-05,log_loss,,2,5,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.575,0.525,0.6,0.575,0.575,0.5700000000000001,0.024494897427831765,32
0.2798620223999023,0.04800710034496221,0.0007767677307128906,1.9426067258535174e-05,log_loss,,2,10,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.2669027328491211,0.052748237539409173,0.0008488655090332031,9.212977631625904e-05,log_loss,,4,2,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
0.27576584815979005,0.040238662942828955,0.0008279323577880859,8.148958696183393e-05,log_loss,,4,5,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
0.27266130447387693,0.03417655995461668,0.0008335590362548828,9.346341594280576e-05,log_loss,,4,10,"{'criterion': 'log_loss', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.26993575096130373,0.02935212087876058,0.0007496833801269531,9.406144461946153e-05,log_loss,5,1,2,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.475,0.5,0.55,0.45,0.55,0.505,0.04000000000000002,98
0.2759955883026123,0.029922703537505382,0.0008078575134277344,6.552957091831729e-05,log_loss,5,1,5,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.45,0.5,0.55,0.525,0.55,0.515,0.03741657386773943,96
0.2695432186126709,0.04829765580678648,0.0008104801177978516,5.3780932429614805e-05,log_loss,5,1,10,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.475,0.625,0.55,0.525,0.55,0.5450000000000002,0.048476798574163295,82
